x,y,class
-4.956506365466708,25.706333790128404,0
2.897217637519179,10.359783738370163,0
-4.488272872968803,22.113311453231766,0
3.823151663277228,15.665060382444684,0
4.425200558862748,21.11872643121782,0
2.310646003018295,6.995558259227558,0
-2.338354143222255,6.501673115823564,0
1.4582755055295156,3.782247513754734,0
-3.2937866577140182,11.94745358042373,0
-0.4390719617316474,1.4070691009936194,0
-4.102944042123574,18.652588992416877,0
-4.926601918238567,25.63645883887516,0
-2.146816688892783,6.096339059442123,0
3.280107672279625,12.045807982406316,0
4.498513480803606,21.544985964004223,0
2.9460330241738277,9.94724124478337,0
0.4483287471557249,1.7097659358211943,0
2.6313810517567395,8.004272471953792,0
0.0984994828451535,1.2477481108582067,0
1.0275310532349478,2.602667382269024,0
-1.5624914228839415,3.746036527864956,0
4.897601752579577,25.455566365071046,0
-2.065345436358692,5.955945448200209,0
-1.0382332950684448,2.226343954670311,0
2.4298261500797924,7.397967501616399,0
0.5487346491863585,2.292021380037579,0
1.02370106479575,2.1331740701295776,0
-2.0858410061572985,5.795358575787011,0
3.0552506718642487,10.418519406934236,0
-0.868339785442048,1.9302303415654287,0
3.305224274185921,12.378587907770989,0
-1.6296370677205063,4.065777163214247,0
1.291639236917133,3.4180968187685097,0
2.0115631330386785,5.205669005878086,0
3.4887561468083703,14.042508448499676,0
-3.6562975531747135,14.383320969698586,0
0.971648293016206,2.4459232018856567,0
-2.9514475254676054,10.204899394115625,0
-2.045764490946889,5.7112027616194165,0
1.473627376572347,3.3865429520296044,0
0.3419855180426818,1.215066118102716,0
2.959686925750715,10.691913261294394,0
-1.7606541137147191,4.414624219276348,0
0.9170334393416226,2.820901524792621,0
-2.7436283632563296,8.841707340823309,0
-3.317442963596837,12.100943682264486,0
-0.6613450596137485,2.2357481719743464,0
-4.6174715213405655,22.330499497210933,0
-4.649919348677932,23.18332364810991,0
1.7025153512769862,4.402635913054532,0
-2.7620887563477234,9.010178981202223,0
4.629810959403995,22.600206499945955,0
-2.439990732024876,7.262240058930029,0
2.0196253625119285,5.962481730533574,0
4.217439247617753,19.363183904369656,0
1.38984588025124,3.0495529158056143,0
1.6686741724955656,3.889320657857556,0
0.947877418521916,2.6081641837681286,0
-2.8322897441757844,9.75679564978167,0
-0.35515003816068,1.6396903635088227,0
1.187530492671324,2.8746152061548003,0
1.6715284115556983,4.334844403027162,0
-3.64491881141783,14.800632151753478,0
-0.5483928867218166,2.167640621078077,0
-4.471451804436795,21.536317293901387,0
3.883445583394224,16.438510440801167,0
-3.9909415431218767,17.515335575303922,0
-0.5686755913483701,1.331805640123353,0
3.223913120373897,11.81587344169409,0
-3.965246019504638,17.607431963311235,0
-2.4423766941208767,7.044004894951298,0
-4.940966898782574,26.22572890168278,0
-3.014484141426167,10.909525568325453,0
-1.4908865191933849,3.9350184207303855,0
-0.905285260567032,2.568659498304517,0
-1.0580371221105975,2.7429026379100785,0
-4.417338593503884,20.734969626818184,0
1.0255587705625595,2.969866604329431,0
-1.524509385301056,3.5861556293821897,0
4.530201186541481,21.693032500645867,0
4.630435311761156,22.914063676759877,0
-2.103115791658303,5.7681854001927615,0
3.4084739630486194,13.514113778435856,0
2.087838699416932,5.659529813971275,0
-3.387901807161956,12.51135194705821,0
-4.540950494181112,21.646004274846145,0
0.6941050625416771,2.323379268245119,0
-3.7403070613566554,15.65118861595733,0
2.607938228331763,7.947734469302943,0
-4.14313740531404,18.19462730373917,0
-0.4195961712532261,1.9066179561918504,0
2.4186622636994954,7.103899551816029,0
-2.873379841917414,9.421940539054878,0
-1.7062811708257095,4.786509307633809,0
-3.571933769451088,14.648364795113595,0
-0.3967814482546439,1.89996112771924,0
-0.7952456314861944,2.443796775554582,0
4.586269098072258,22.975340843706288,0
-1.6403669787955732,4.531837832619137,0
-4.61665941019347,22.374743096571205,0
-2.990590634906342,10.813199807055865,0
-2.2459585690565764,6.330140722128775,0
-3.005707947867206,10.800404994159678,0
-4.30545692407557,20.267775544187003,0
-4.03162615008016,17.525524428853128,0
4.716636990793816,24.14025677680453,0
3.085006361135367,11.32936153736027,0
2.905971140762933,10.26311315967346,0
0.963519252267206,2.297619855200068,0
-1.0577560407028122,2.556376177008145,0
2.130964930011949,5.751400889380255,0
3.287353766327783,12.111486236518784,0
-4.189541473409103,18.56235689389317,0
0.4211092349544056,1.600751055411862,0
-1.0675599995887364,2.99416383508988,0
-3.532206950783616,14.044335854092909,0
-0.3074600347348744,1.3915034247298284,0
3.28305083653116,11.818945442979492,0
-1.2718371673188154,2.6350680434607154,0
-4.323427279249365,20.585317079601005,0
4.4349232768561215,20.82299510204429,0
-0.6231316660525463,1.475249519186154,0
-0.0512438241351116,1.0140661937590465,0
-0.6115346541586035,2.184723353310893,0
-2.6782550356253965,8.328495094554615,0
-1.2525009845617552,3.014015914635636,0
-1.2086686394652038,3.365814785550138,0
-4.01126804336958,17.77385910291816,0
-0.1266326228429921,1.3004423797463198,0
4.758932693149596,23.739732310676303,0
2.9935048061990326,10.14955865945803,0
3.294943777470264,12.79213681263316,0
-1.1602241793814172,2.953783831933981,0
2.82438012035064,8.991993367402255,0
-3.662828234880618,14.810732886795082,0
2.943400081302334,9.706477567709037,0
-0.2716541207572884,1.8055575418038845,0
-1.7248249505718984,4.861746583277631,0
1.1162167431589287,3.114272465383646,0
-0.6297750655475749,2.1442147144419907,0
0.7055944924835238,1.806937050318081,0
-1.644628655480331,4.380032555220647,0
-4.399081423598638,20.71338086400325,0
-2.9939520469307626,9.976112207057358,0
-3.4844815826017306,13.62380688669516,0
-2.77878144011783,9.304900514390564,0
0.0318224007727039,1.0485119226522794,0
0.1339310246229459,1.1824693782976703,0
0.4052315596916935,1.1846429475902458,0
4.831606597175073,24.35747257361741,0
1.5298839251396892,3.7401094580059806,0
-2.132074262690552,6.178829354074864,0
-2.493795968689537,7.800443168127907,0
1.9532810654389976,5.470651747150432,0
-2.2948851743853327,6.370481772797536,0
-1.845617702981052,5.267999918877376,0
-0.1518352870298525,1.951600441230758,0
0.8778182573230575,1.999344156972965,0
1.4464770025429905,3.2635985226493225,0
-0.0571317376493096,1.3341023870126674,0
-2.353009690503476,7.439207540978188,0
-2.183657031349615,6.236312838295294,0
-0.1217630076663276,1.9269714846694197,0
1.010483328393759,2.221427071458664,0
2.476974220492308,7.193619293562684,0
-4.980451405143232,26.681252689757688,0
-2.089357849103035,5.509315495428987,0
2.9713850262454287,10.460889439345738,0
4.141525878088704,19.08888922945413,0
2.80264559216317,9.496899073186889,0
1.9266212651179464,5.152723123223172,0
3.066131879099249,11.022900689364343,0
0.6207674798652851,2.20738531526896,0
-4.1686732314806285,18.80837091333133,0
2.305505657214244,6.769268651102389,0
-2.0703649453261264,5.451528625693009,0
-2.5058377177356137,7.313455304403527,0
4.808938416003093,24.461563737303575,0
-4.296204551164372,20.27830925015636,0
-0.9447040035374474,2.2852357170306106,0
-2.293849018424882,6.439714631698196,0
-2.359602789184204,6.722797491156424,0
-3.392800921387748,12.534748240296835,0
-1.2429987107966047,2.564770920448859,0
-0.9107940378489988,2.619328878107381,0
3.837447476960639,16.066042460556883,0
-4.009823022599513,17.790327348687907,0
-3.388992117819111,12.953524347786882,0
0.1043185211815389,1.323788589781921,0
2.1562475752401555,5.782773432526353,0
-2.775290573095528,9.13039581983793,0
4.755779545753144,24.16170837885892,0
-0.4372143323342801,1.7935672200986092,0
-3.260949320728103,11.94995537241739,0
1.3804710294983993,3.6758836880039656,0
-3.0567758222079333,10.798130122496598,0
-2.768010958024598,8.998500290367506,0
4.033112964866653,17.559270186960983,0
-4.054364281363435,18.13602378750013,0
0.9193497682453362,2.0985293652119106,0
3.030444547868079,10.358382327388975,0
-1.9263607163747207,5.253879830831624,0
0.2158553908548741,1.7646263922404448,0
-1.6029496549651356,4.315013996153363,0
-2.8134110238365078,9.05213945253946,0
0.33809427698632,1.843101403947235,0
4.700961376321173,23.421545740053244,0
-2.9219603917243573,10.457671680573224,0
1.975877508382342,5.360782872830199,0
0.4726180530659771,1.288670393903219,0
-1.4801037125182894,3.3062609990034564,0
-1.2292310533435122,3.0085914337652837,0
-4.44810035553574,20.823969223316308,0
-4.963035560479176,26.39703906695321,0
4.46260236495443,21.45341181124616,0
-0.2683169197733441,1.7916054537508794,0
-1.718233426878654,4.434148978616621,0
-0.2603271753000218,2.0133846199991297,0
2.31417071136179,6.3928705109320605,0
-4.241129184950099,19.92821322206049,0
4.002878269573586,17.31061622210478,0
3.108416709979995,11.507409241114386,0
3.4759779049253403,13.433927254836458,0
-0.9432410083184316,2.8444941649617075,0
1.7707962360820328,5.12444307487848,0
-3.145916889799153,11.66238483182659,0
-2.623004106376594,8.815519250412146,0
-1.0778667743094794,2.5041625343601006,0
-2.153316451948638,6.25814467922398,0
